slide_id,patch_id
CHS061-WSI03,"CHS061-WSI03 [d=4,x=75264,y=93184,w=4096,h=4096]"
CHS061-WSI03,"CHS061-WSI03 [d=4,x=75264,y=14336,w=4096,h=4096]"
CHS061-WSI03,"CHS061-WSI03 [d=4,x=71680,y=93184,w=4096,h=4096]"
CHS061-WSI03,"CHS061-WSI03 [d=4,x=93184,y=32256,w=4096,h=4096]"
CHS061-WSI03,"CHS061-WSI03 [d=4,x=103936,y=86016,w=4096,h=4096]"
CHS061-WSI03,"CHS061-WSI03 [d=4,x=93184,y=82432,w=4096,h=4096]"
CHS061-WSI03,"CHS061-WSI03 [d=4,x=86016,y=32256,w=4096,h=4096]"
CHS061-WSI03,"CHS061-WSI03 [d=4,x=60928,y=60928,w=4096,h=4096]"
CHS061-WSI03,"CHS061-WSI03 [d=4,x=75264,y=86016,w=4096,h=4096]"
CHS061-WSI03,"CHS061-WSI03 [d=4,x=68096,y=21504,w=4096,h=4096]"
CHS061-WSI03,"CHS061-WSI03 [d=4,x=71680,y=86016,w=4096,h=4096]"
CHS061-WSI03,"CHS061-WSI03 [d=4,x=46592,y=89600,w=4096,h=4096]"
CHS061-WSI03,"CHS061-WSI03 [d=4,x=71680,y=17920,w=4096,h=4096]"
CHS061-WSI03,"CHS061-WSI03 [d=4,x=89600,y=89600,w=4096,h=4096]"
CHS061-WSI03,"CHS061-WSI03 [d=4,x=75264,y=25088,w=4096,h=4096]"
CHS061-WSI03,"CHS061-WSI03 [d=4,x=75264,y=82432,w=4096,h=4096]"
CHS061-WSI03,"CHS061-WSI03 [d=4,x=14336,y=39424,w=4096,h=4096]"
CHS061-WSI03,"CHS061-WSI03 [d=4,x=86016,y=96768,w=4096,h=4096]"
CHS061-WSI03,"CHS061-WSI03 [d=4,x=96768,y=78848,w=4096,h=4096]"
CHS061-WSI03,"CHS061-WSI03 [d=4,x=39424,y=57344,w=4096,h=4096]"
CHS061-WSI03,"CHS061-WSI03 [d=4,x=60928,y=39424,w=4096,h=4096]"
CHS061-WSI03,"CHS061-WSI03 [d=4,x=71680,y=50176,w=4096,h=4096]"
CHS061-WSI03,"CHS061-WSI03 [d=4,x=78848,y=82432,w=4096,h=4096]"
CHS061-WSI03,"CHS061-WSI03 [d=4,x=43008,y=60928,w=4096,h=4096]"
CHS061-WSI03,"CHS061-WSI03 [d=4,x=93184,y=35840,w=4096,h=4096]"
CHS061-WSI03,"CHS061-WSI03 [d=4,x=96768,y=75264,w=4096,h=4096]"
CHS061-WSI03,"CHS061-WSI03 [d=4,x=89600,y=75264,w=4096,h=4096]"
CHS061-WSI03,"CHS061-WSI03 [d=4,x=64512,y=39424,w=4096,h=4096]"
CHS061-WSI03,"CHS061-WSI03 [d=4,x=57344,y=39424,w=4096,h=4096]"
CHS061-WSI03,"CHS061-WSI03 [d=4,x=60928,y=32256,w=4096,h=4096]"
CHS061-WSI03,"CHS061-WSI03 [d=4,x=68096,y=53760,w=4096,h=4096]"
CHS061-WSI03,"CHS061-WSI03 [d=4,x=75264,y=89600,w=4096,h=4096]"
CHS061-WSI03,"CHS061-WSI03 [d=4,x=89600,y=17920,w=4096,h=4096]"
CHS061-WSI03,"CHS061-WSI03 [d=4,x=89600,y=32256,w=4096,h=4096]"
CHS061-WSI03,"CHS061-WSI03 [d=4,x=82432,y=53760,w=4096,h=4096]"
CHS061-WSI03,"CHS061-WSI03 [d=4,x=64512,y=68096,w=4096,h=4096]"
CHS061-WSI03,"CHS061-WSI03 [d=4,x=93184,y=89600,w=4096,h=4096]"
CHS061-WSI03,"CHS061-WSI03 [d=4,x=71680,y=43008,w=4096,h=4096]"
CHS061-WSI03,"CHS061-WSI03 [d=4,x=75264,y=39424,w=4096,h=4096]"
CHS061-WSI03,"CHS061-WSI03 [d=4,x=57344,y=68096,w=4096,h=4096]"
CHS061-WSI03,"CHS061-WSI03 [d=4,x=89600,y=82432,w=4096,h=4096]"
CHS061-WSI03,"CHS061-WSI03 [d=4,x=93184,y=17920,w=4096,h=4096]"
CHS061-WSI03,"CHS061-WSI03 [d=4,x=43008,y=86016,w=4096,h=4096]"
CHS061-WSI03,"CHS061-WSI03 [d=4,x=71680,y=39424,w=4096,h=4096]"
CHS061-WSI03,"CHS061-WSI03 [d=4,x=71680,y=89600,w=4096,h=4096]"
CHS061-WSI03,"CHS061-WSI03 [d=4,x=82432,y=28672,w=4096,h=4096]"
CHS061-WSI03,"CHS061-WSI03 [d=4,x=96768,y=68096,w=4096,h=4096]"
CHS061-WSI03,"CHS061-WSI03 [d=4,x=75264,y=96768,w=4096,h=4096]"
CHS061-WSI03,"CHS061-WSI03 [d=4,x=75264,y=17920,w=4096,h=4096]"
CHS061-WSI03,"CHS061-WSI03 [d=4,x=86016,y=17920,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=139776,y=53760,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=46592,y=53760,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=60928,y=60928,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=100352,y=25088,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=28672,y=82432,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=25088,y=53760,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=82432,y=68096,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=114688,y=39424,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=129024,y=43008,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=32256,y=82432,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=71680,y=68096,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=43008,y=60928,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=25088,y=86016,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=89600,y=25088,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=132608,y=39424,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=96768,y=21504,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=50176,y=60928,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=114688,y=50176,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=121856,y=75264,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=89600,y=43008,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=50176,y=82432,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=35840,y=7168,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=125440,y=68096,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=35840,y=35840,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=86016,y=28672,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=132608,y=25088,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=21504,y=25088,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=43008,y=7168,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=64512,y=50176,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=139776,y=25088,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=100352,y=57344,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=89600,y=71680,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=78848,y=60928,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=96768,y=39424,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=25088,y=64512,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=35840,y=53760,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=35840,y=60928,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=21504,y=46592,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=39424,y=78848,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=43008,y=14336,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=43008,y=28672,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=43008,y=32256,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=10752,y=32256,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=103936,y=43008,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=28672,y=57344,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=86016,y=71680,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=129024,y=53760,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=93184,y=28672,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=93184,y=35840,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=96768,y=71680,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=32256,y=39424,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=60928,y=64512,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=46592,y=14336,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=86016,y=25088,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=25088,y=68096,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=28672,y=21504,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=132608,y=35840,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=21504,y=43008,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=103936,y=39424,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=28672,y=46592,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=96768,y=50176,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=107520,y=28672,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=53760,y=82432,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=118272,y=78848,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=39424,y=89600,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=71680,y=50176,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=103936,y=21504,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=132608,y=32256,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=121856,y=43008,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=50176,y=14336,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=93184,y=68096,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=39424,y=82432,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=53760,y=68096,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=121856,y=28672,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=100352,y=32256,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=39424,y=64512,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=118272,y=64512,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=78848,y=89600,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=46592,y=64512,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=82432,y=57344,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=96768,y=57344,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=93184,y=71680,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=46592,y=39424,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=17920,y=50176,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=28672,y=75264,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=57344,y=71680,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=89600,y=39424,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=32256,y=35840,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=75264,y=46592,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=68096,y=39424,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=125440,y=53760,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=82432,y=50176,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=78848,y=57344,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=68096,y=78848,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=125440,y=35840,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=32256,y=89600,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=100352,y=46592,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=118272,y=68096,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=60928,y=75264,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=32256,y=32256,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=50176,y=53760,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=50176,y=39424,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=100352,y=86016,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=75264,y=35840,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=107520,y=82432,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=107520,y=64512,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=50176,y=57344,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=96768,y=28672,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=75264,y=57344,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=71680,y=35840,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=114688,y=78848,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=53760,y=78848,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=125440,y=60928,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=111104,y=71680,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=53760,y=39424,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=86016,y=86016,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=93184,y=32256,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=132608,y=28672,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=89600,y=82432,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=35840,y=10752,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=39424,y=75264,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=21504,y=17920,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=35840,y=57344,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=53760,y=75264,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=82432,y=64512,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=50176,y=78848,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=89600,y=21504,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=17920,y=32256,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=53760,y=32256,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=96768,y=68096,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=78848,y=64512,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=121856,y=35840,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=103936,y=46592,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=57344,y=32256,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=82432,y=60928,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=43008,y=3584,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=100352,y=64512,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=96768,y=89600,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=118272,y=75264,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=60928,y=78848,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=100352,y=35840,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=136192,y=28672,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=103936,y=32256,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=129024,y=39424,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=107520,y=32256,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=39424,y=10752,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=86016,y=89600,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=111104,y=35840,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=103936,y=82432,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=39424,y=50176,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=118272,y=53760,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=21504,y=64512,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=103936,y=28672,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=118272,y=57344,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=28672,y=68096,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=103936,y=60928,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=100352,y=82432,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=32256,y=43008,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=96768,y=35840,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=43008,y=64512,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=32256,y=86016,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=17920,y=57344,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=43008,y=68096,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=39424,y=53760,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=53760,y=60928,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=53760,y=35840,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=43008,y=43008,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=21504,y=35840,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=107520,y=75264,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=50176,y=46592,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=50176,y=10752,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=136192,y=50176,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=78848,y=86016,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=114688,y=53760,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=28672,y=53760,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=25088,y=75264,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=46592,y=60928,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=25088,y=57344,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=35840,y=89600,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=68096,y=86016,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=14336,y=21504,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=32256,y=50176,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=111104,y=50176,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=32256,y=75264,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=111104,y=21504,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=46592,y=78848,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=39424,y=71680,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=50176,y=86016,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=103936,y=25088,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=100352,y=21504,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=21504,y=60928,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=89600,y=35840,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=89600,y=75264,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=107520,y=25088,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=17920,y=25088,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=28672,y=25088,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=86016,y=50176,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=78848,y=78848,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=121856,y=78848,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=86016,y=78848,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=14336,y=39424,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=111104,y=28672,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=136192,y=53760,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=50176,y=93184,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=107520,y=35840,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=86016,y=35840,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=43008,y=78848,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=39424,y=68096,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=75264,y=50176,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=43008,y=10752,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=32256,y=28672,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=53760,y=64512,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=35840,y=25088,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=60928,y=86016,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=57344,y=57344,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=53760,y=89600,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=43008,y=82432,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=75264,y=43008,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=32256,y=14336,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=100352,y=28672,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=10752,y=17920,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=28672,y=43008,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=111104,y=32256,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=64512,y=43008,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=17920,y=53760,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=86016,y=39424,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=118272,y=39424,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=71680,y=60928,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=25088,y=39424,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=125440,y=64512,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=53760,y=86016,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=75264,y=68096,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=60928,y=89600,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=39424,y=17920,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=53760,y=71680,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=28672,y=35840,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=21504,y=68096,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=46592,y=35840,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=82432,y=75264,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=114688,y=25088,w=4096,h=4096]"
CHS040-WSI01,"CHS040-WSI01 [d=4,x=25088,y=60928,w=4096,h=4096]"
